tracking_event_id,order_id,shipment_id,event_time,event_code,raw_status,carrier_id,location_code,region_code,exception_code,sequence_number
TRE-SYN-C-0001-01,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-01T15:48:19+08:00,shipment_created,shipment_created,CAR-SYN-SLOW,ORIGIN-WH-SYN-WEST,CN-ZJ-HZ,,1
TRE-SYN-C-0001-02,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-02T14:16:19+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-SLOW,ORIGIN-WH-SYN-WEST,CN-ZJ-HZ,,2
TRE-SYN-C-0001-03,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-02T15:22:46+08:00,origin_departed,origin_departed,CAR-SYN-SLOW,ORIGIN-WH-SYN-WEST,CN-ZJ-HZ,,3
TRE-SYN-C-0001-04,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-02T16:32:23+08:00,in_transit,in_transit,CAR-SYN-SLOW,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-C-0001-05,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-04T12:48:33+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-SLOW,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-C-0001-06,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-04T22:00:33+08:00,departed_hub,departed_hub,CAR-SYN-SLOW,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-C-0001-07,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-06T12:19:04+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-SLOW,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
TRE-SYN-C-0001-08,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-08T00:10:43+08:00,out_for_delivery,out_for_delivery,CAR-SYN-SLOW,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,8
TRE-SYN-C-0001-09,ORD-SYN-C-0001,SHP-SYN-C-0001,2026-06-08T19:08:21+08:00,delivered,delivered,CAR-SYN-SLOW,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,9
TRE-SYN-C-0002-01,ORD-SYN-C-0002,SHP-SYN-C-0002,2026-06-01T19:15:35+08:00,shipment_created,shipment_created,CAR-SYN-SLOW,ORIGIN-WH-SYN-EAST,CN-SD-QD,,1
TRE-SYN-C-0002-02,ORD-SYN-C-0002,SHP-SYN-C-0002,2026-06-03T00:04:39+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-SLOW,ORIGIN-WH-SYN-EAST,CN-SD-QD,,2
TRE-SYN-C-0002-03,ORD-SYN-C-0002,SHP-SYN-C-0002,2026-06-03T01:21:23+08:00,origin_departed,origin_departed,CAR-SYN-SLOW,ORIGIN-WH-SYN-EAST,CN-SD-QD,,3
